# Constructed from biom file
#OTU ID	AHA_ASH.blast	AHA_BEE.blast	AHA_BET.blast	AHA_HAZ.blast	AHA_OAK.blast	AHB_ASH.blast	AHB_BEE.blast	AHB_BET.blast	AHB_OAK.blast	AHC_ASH.blast	AHC_BET.blast	AHC_HAZ.blast	AHC_OAK.blast	BWA_ASH.blast	BWA_BEE.blast	BWA_BET.blast	BWA_HAZ.blast	BWA_OAK.blast	BWB_ASH.blast	BWB_BEE.blast	BWB_BET.blast	BWB_HAZ.blast	BWB_OAK.blast	BWC_ASH.blast	BWC_BEE.blast	BWC_BET.blast	BWC_HAZ.blast	BWC_OAK.blast	DNApositive1.blast	DNApositive2.blast	DNApositive3.blast	DNApositive4.blast	THA_ASH.blast	THA_BEE.blast	THA_BET.blast	THA_OAK.blast	THB_ASH.blast	THB_BEE.blast	THB_BET.blast	THB_OAK.blast	THC_ASH.blast	THC_BEE.blast	THC_OAK.blast	negative1.blast	negative2.blast	negative3.blast	negative4.blast	taxomomy
Thaumetopoea processionea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Notodontidae', 'g__Thaumetopoea', 's__Thaumetopoea_processionea']
Echinodera siciliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32252.0	1212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Coleoptera', 'f__Curculionidae', 'g__Echinodera', 's__Echinodera_siciliensis']
Panorpa germanica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6203.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Mecoptera', 'f__Panorpidae', 'g__Panorpa', 's__Panorpa_germanica']
Tenthredo livida	10.0	0.0	0.0	0.0	195.0	0.0	0.0	295.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	285.0	14621.0	0.0	0.0	14705.0	0.0	7369.0	0.0	0.0	14178.0	0.0	0.0	21.0	0.0	28.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hymenoptera', 'f__Tenthredinidae', 'g__Tenthredo', 's__Tenthredo_livida']
Drepanosiphum platanoidis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	146.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	524.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Aphididae', 'g__Drepanosiphum', 's__Drepanosiphum_platanoidis']
Chalarus brevicaudis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	604.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Pipunculidae', 'g__Chalarus', 's__Chalarus_brevicaudis']
Chalarus indistinctus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Pipunculidae', 'g__Chalarus', 's__Chalarus_indistinctus']
Jaminaea angkorensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Fungi', 'p__Basidiomycota', 'c__Exobasidiomycetes', 'o__Microstromatales', 'g__Jaminaea', 's__Jaminaea_angkorensis']
Aceria tosichella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Arachnida', 'f__Eriophyidae', 'g__Aceria', 's__Aceria_tosichella']
Linepithema angulatum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hymenoptera', 'f__Formicidae', 'g__Linepithema', 's__Linepithema_angulatum']
Inurois punctigera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Geometridae', 'g__Inurois', 's__Inurois_punctigera']
Ectropis crepuscularia	0.0	0.0	0.0	28.0	61.0	998.0	0.0	0.0	0.0	0.0	0.0	2021.0	0.0	0.0	0.0	0.0	0.0	0.0	5922.0	0.0	0.0	0.0	3485.0	1861.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1845.0	0.0	765.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Geometridae', 'g__Ectropis', 's__Ectropis_crepuscularia']
Hemithea aestivaria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Geometridae', 'g__Hemithea', 's__Hemithea_aestivaria']
Salpingus planirostris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4394.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Coleoptera', 'f__Salpingidae', 'g__Salpingus', 's__Salpingus_planirostris']
Greya solenobiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Prodoxidae', 'g__Greya', 's__Greya_solenobiella']
Anopheles triannulatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Culicidae', 'g__Anopheles', 's__Anopheles_triannulatus']
Helodon alpestris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Simuliidae', 'g__Helodon', 's__Helodon_alpestris']
Bucrates malivolans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1375.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Orthoptera', 'f__Tettigoniidae', 'g__Bucrates', 's__Bucrates_malivolans']
Curculio distinguendus	0.0	0.0	0.0	0.0	434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Coleoptera', 'f__Curculionidae', 'g__Curculio', 's__Curculio_distinguendus']
Resseliella theobaldi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Cecidomyiidae', 'g__Resseliella', 's__Resseliella_theobaldi']
Tetragnatha sp. 1 WOCS-2009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	592.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Arachnida', 'o__Araneae', 'f__Tetragnathidae', 'g__Tetragnatha', 's__Tetragnatha_sp._1_WOCS-2009']
Scolytinae gen. sp. 1 BJ-2009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Coleoptera', 'f__Curculionidae', 's__Scolytinae_gen._sp._1_BJ-2009']
Entomobryidae sp. DPCOL69255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Collembola', 'f__Entomobryidae', 's__Entomobryidae_sp._DPCOL69255']
Kleidocerys resedae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1671.0	399.0	0.0	0.0	0.0	4668.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Lygaeidae', 'g__Kleidocerys', 's__Kleidocerys_resedae']
Helophora insignis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Arachnida', 'o__Araneae', 'f__Linyphiidae', 'g__Helophora', 's__Helophora_insignis']
Limnephilus picturatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	331.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Trichoptera', 'f__Limnephilidae', 'g__Limnephilus', 's__Limnephilus_picturatus']
Penicillium sclerotiorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Fungi', 'p__Ascomycota', 'c__Eurotiomycetes', 'o__Eurotiales', 'f__Aspergillaceae', 'g__Penicillium', 's__Penicillium_sclerotiorum']
Comaster audax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Echinodermata', 'c__Crinoidea', 'o__Comatulida', 'f__Comatulidae', 'g__Comaster', 's__Comaster_audax']
Ochropacha duplaris	0.0	0.0	6864.0	0.0	0.0	0.0	0.0	99.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	401.0	0.0	0.0	0.0	0.0	1035.0	256.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'g__Ochropacha', 's__Ochropacha_duplaris']
Cabera pusaria	0.0	0.0	975.0	4586.0	0.0	29.0	0.0	406.0	0.0	0.0	2577.0	282.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	513.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Geometridae', 'g__Cabera', 's__Cabera_pusaria']
Bucculatrix demaryella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Bucculatricidae', 'g__Bucculatrix', 's__Bucculatrix_demaryella']
Phalera bucephala	0.0	0.0	0.0	0.0	44657.0	0.0	0.0	1146.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Notodontidae', 'g__Phalera', 's__Phalera_bucephala']
Diurnea fagella	0.0	8546.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	2487.0	1056.0	3381.0	0.0	2049.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Oecophoridae', 'g__Diurnea', 's__Diurnea_fagella']
Pseudoips prasinanus	0.0	0.0	0.0	11.0	541.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1374.0	0.0	0.0	0.0	0.0	1102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Nolidae', 'g__Pseudoips', 's__Pseudoips_prasinanus']
Compsidolon salicellum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Miridae', 'g__Compsidolon', 's__Compsidolon_salicellum']
Lygocoris pabulinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49613.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Miridae', 'g__Lygocoris', 's__Lygocoris_pabulinus']
Euceraphis betulae	0.0	0.0	4169.0	0.0	0.0	1506.0	0.0	0.0	0.0	0.0	251594.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Aphididae', 'g__Euceraphis', 's__Euceraphis_betulae']
Biston betularia	0.0	895.0	0.0	0.0	148.0	0.0	0.0	861.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	946.0	0.0	0.0	135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Geometridae', 'g__Biston', 's__Biston_betularia']
Nezara viridula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	380.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Pentatomidae', 'g__Nezara', 's__Nezara_viridula']
Deraeocoris ulmi	17.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3344.0	0.0	0.0	0.0	0.0	0.0	372.0	0.0	0.0	7193.0	4794.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27565.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Miridae', 'g__Deraeocoris', 's__Deraeocoris_ulmi']
Stethusa dichroa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Coleoptera', 'f__Staphylinidae', 'g__Stethusa', 's__Stethusa_dichroa']
Flavina sp. 1 LZ-2010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	372.0	35.0	0.0	15.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Issidae', 'g__Flavina', 's__Flavina_sp._1_LZ-2010']
Phytocoris intricatus	0.0	0.0	0.0	0.0	0.0	0.0	228.0	0.0	2637.0	0.0	0.0	0.0	3587.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7305.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	457.0	0.0	0.0	0.0	243.0	0.0	2362.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Miridae', 'g__Phytocoris', 's__Phytocoris_intricatus']
Odontopera bidentata	0.0	264.0	0.0	0.0	397.0	0.0	0.0	0.0	0.0	0.0	0.0	510.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Geometridae', 'g__Odontopera', 's__Odontopera_bidentata']
Calliteara pudibunda	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106443.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10973.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Lepidoptera', 'f__Lymantriidae', 'g__Calliteara', 's__Calliteara_pudibunda']
Blepharidopterus angulatus	0.0	201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Miridae', 'g__Blepharidopterus', 's__Blepharidopterus_angulatus']
Heterotoma planicornis	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18305.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3246.0	9543.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Miridae', 'g__Heterotoma', 's__Heterotoma_planicornis']
Malacocoris chlorizans	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43390.0	0.0	0.0	0.0	0.0	15531.0	0.0	0.0	36.0	0.0	550.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Miridae', 'g__Malacocoris', 's__Malacocoris_chlorizans']
